gene_id	module_no	colors
ENSG00000146416	11	greenyellow
ENSG00000146425	3	brown
ENSG00000146426	1	turquoise
ENSG00000146433	26	darkorange
ENSG00000146457	8	pink
ENSG00000146463	1	turquoise
ENSG00000146469	4	yellow
ENSG00000146476	2	blue
ENSG00000146477	1	turquoise
ENSG00000146521	15	midnightblue
ENSG00000146535	1	turquoise
ENSG00000146540	8	pink
ENSG00000146555	1	turquoise
ENSG00000146574	8	pink
ENSG00000146576	1	turquoise
ENSG00000146587	1	turquoise
ENSG00000146592	1	turquoise
ENSG00000146648	19	lightyellow
ENSG00000146670	1	turquoise
ENSG00000146674	28	skyblue
ENSG00000146676	1	turquoise
ENSG00000146677	2	blue
ENSG00000146701	3	brown
ENSG00000146707	24	darkgrey
ENSG00000146729	3	brown
ENSG00000146731	8	pink
ENSG00000146733	1	turquoise
ENSG00000146757	8	pink
ENSG00000146776	18	lightgreen
ENSG00000146802	18	lightgreen
ENSG00000146826	4	yellow
ENSG00000146828	1	turquoise
ENSG00000146830	1	turquoise
ENSG00000146833	1	turquoise
ENSG00000146834	1	turquoise
ENSG00000146842	1	turquoise
ENSG00000146856	8	pink
ENSG00000146858	1	turquoise
ENSG00000146859	2	blue
ENSG00000146872	19	lightyellow
ENSG00000146904	1	turquoise
ENSG00000146909	1	turquoise
ENSG00000146918	1	turquoise
ENSG00000146938	24	darkgrey
ENSG00000146950	7	black
ENSG00000146955	4	yellow
ENSG00000146963	1	turquoise
ENSG00000146966	2	blue
ENSG00000147010	4	yellow
ENSG00000147027	16	lightcyan
ENSG00000147036	4	yellow
ENSG00000147041	5	green
ENSG00000147044	16	lightcyan
ENSG00000147050	6	red
ENSG00000147059	1	turquoise
ENSG00000147065	1	turquoise
ENSG00000147099	11	greenyellow
ENSG00000147100	1	turquoise
ENSG00000147113	1	turquoise
ENSG00000147118	1	turquoise
ENSG00000147119	2	blue
ENSG00000147121	1	turquoise
ENSG00000147123	3	brown
ENSG00000147124	2	blue
ENSG00000147130	1	turquoise
ENSG00000147133	1	turquoise
ENSG00000147138	4	yellow
ENSG00000147140	1	turquoise
ENSG00000147144	1	turquoise
ENSG00000147155	3	brown
ENSG00000147162	1	turquoise
ENSG00000147164	2	blue
ENSG00000147166	1	turquoise
ENSG00000147168	2	blue
ENSG00000147174	16	lightcyan
ENSG00000147180	1	turquoise
ENSG00000147202	1	turquoise
ENSG00000147206	5	green
ENSG00000147224	1	turquoise
ENSG00000147231	10	purple
ENSG00000147251	1	turquoise
ENSG00000147257	16	lightcyan
ENSG00000147274	1	turquoise
ENSG00000147316	3	brown
ENSG00000147324	16	lightcyan
ENSG00000147364	2	blue
ENSG00000147383	11	greenyellow
ENSG00000147394	10	purple
ENSG00000147400	11	greenyellow
ENSG00000147403	3	brown
ENSG00000147408	1	turquoise
ENSG00000147416	2	blue
ENSG00000147419	2	blue
ENSG00000147421	24	darkgrey
ENSG00000147437	4	yellow
ENSG00000147439	2	blue
ENSG00000147443	5	green
ENSG00000147454	9	magenta
ENSG00000147457	4	yellow
ENSG00000147459	6	red
ENSG00000147471	2	blue
ENSG00000147475	9	magenta
ENSG00000147488	18	lightgreen
ENSG00000147526	9	magenta
ENSG00000147533	3	brown
ENSG00000147535	5	green
ENSG00000147536	1	turquoise
ENSG00000147548	1	turquoise
ENSG00000147570	25	orange
ENSG00000147576	2	blue
ENSG00000147586	3	brown
ENSG00000147592	3	brown
ENSG00000147601	9	magenta
ENSG00000147604	3	brown
ENSG00000147606	18	lightgreen
ENSG00000147614	2	blue
ENSG00000147642	18	lightgreen
ENSG00000147649	1	turquoise
ENSG00000147650	16	lightcyan
ENSG00000147654	3	brown
ENSG00000147655	4	yellow
ENSG00000147669	3	brown
ENSG00000147676	2	blue
ENSG00000147677	3	brown
ENSG00000147679	1	turquoise
ENSG00000147684	2	blue
ENSG00000147687	3	brown
ENSG00000147724	4	yellow
ENSG00000147789	8	pink
ENSG00000147799	16	lightcyan
ENSG00000147804	2	blue
ENSG00000147813	4	yellow
ENSG00000147852	2	blue
ENSG00000147853	2	blue
ENSG00000147854	1	turquoise
ENSG00000147862	9	magenta
ENSG00000147872	8	pink
ENSG00000147874	1	turquoise
ENSG00000147883	4	yellow
ENSG00000147889	10	purple
ENSG00000147894	23	darkturquoise
ENSG00000147905	8	pink
ENSG00000147912	1	turquoise
ENSG00000147955	1	turquoise
ENSG00000147996	1	turquoise
ENSG00000148019	1	turquoise
ENSG00000148053	2	blue
ENSG00000148057	2	blue
ENSG00000148082	1	turquoise
ENSG00000148090	2	blue
ENSG00000148110	2	blue
ENSG00000148120	10	purple
ENSG00000148143	1	turquoise
ENSG00000148153	13	salmon
ENSG00000148154	19	lightyellow
ENSG00000148158	24	darkgrey
ENSG00000148175	14	cyan
ENSG00000148180	2	blue
ENSG00000148187	3	brown
ENSG00000148200	1	turquoise
ENSG00000148204	1	turquoise
ENSG00000148218	2	blue
ENSG00000148219	3	brown
ENSG00000148225	1	turquoise
ENSG00000148229	8	pink
ENSG00000148248	1	turquoise
ENSG00000148288	1	turquoise
ENSG00000148290	3	brown
ENSG00000148291	3	brown
ENSG00000148296	10	purple
ENSG00000148297	1	turquoise
ENSG00000148300	8	pink
ENSG00000148303	3	brown
ENSG00000148308	1	turquoise
ENSG00000148331	12	tan
ENSG00000148334	8	pink
ENSG00000148335	1	turquoise
ENSG00000148337	1	turquoise
ENSG00000148339	9	magenta
ENSG00000148341	6	red
ENSG00000148343	4	yellow
ENSG00000148344	1	turquoise
ENSG00000148346	12	tan
ENSG00000148356	1	turquoise
ENSG00000148357	6	red
ENSG00000148358	1	turquoise
ENSG00000148362	10	purple
ENSG00000148384	1	turquoise
ENSG00000148396	1	turquoise
ENSG00000148399	1	turquoise
ENSG00000148400	1	turquoise
ENSG00000148411	1	turquoise
ENSG00000148426	16	lightcyan
ENSG00000148429	1	turquoise
ENSG00000148444	2	blue
ENSG00000148450	3	brown
ENSG00000148459	2	blue
ENSG00000148468	7	black
ENSG00000148481	2	blue
ENSG00000148483	4	yellow
ENSG00000148484	2	blue
ENSG00000148488	13	salmon
ENSG00000148498	20	royalblue
ENSG00000148516	1	turquoise
ENSG00000148541	29	saddlebrown
ENSG00000148572	2	blue
ENSG00000148584	2	blue
ENSG00000148600	4	yellow
ENSG00000148606	1	turquoise
ENSG00000148634	19	lightyellow
ENSG00000148655	11	greenyellow
ENSG00000148660	25	orange
ENSG00000148671	2	blue
ENSG00000148672	2	blue
ENSG00000148680	25	orange
ENSG00000148688	8	pink
ENSG00000148690	1	turquoise
ENSG00000148700	13	salmon
ENSG00000148719	2	blue
ENSG00000148730	13	salmon
ENSG00000148735	10	purple
ENSG00000148737	6	red
ENSG00000148773	1	turquoise
ENSG00000148803	20	royalblue
ENSG00000148814	13	salmon
ENSG00000148824	15	midnightblue
ENSG00000148832	11	greenyellow
ENSG00000148834	3	brown
ENSG00000148835	8	pink
ENSG00000148840	1	turquoise
ENSG00000148841	1	turquoise
ENSG00000148842	4	yellow
ENSG00000148843	1	turquoise
ENSG00000148848	1	turquoise
ENSG00000148908	2	blue
ENSG00000148925	2	blue
ENSG00000148926	4	yellow
ENSG00000148935	10	purple
ENSG00000148942	4	yellow
ENSG00000148943	9	magenta
ENSG00000148950	3	brown
ENSG00000148985	3	brown
ENSG00000149016	1	turquoise
ENSG00000149043	4	yellow
ENSG00000149050	8	pink
ENSG00000149054	1	turquoise
ENSG00000149084	2	blue
ENSG00000149089	3	brown
ENSG00000149090	18	lightgreen
ENSG00000149091	1	turquoise
ENSG00000149100	3	brown
ENSG00000149115	7	black
ENSG00000149131	1	turquoise
ENSG00000149136	1	turquoise
ENSG00000149150	1	turquoise
ENSG00000149177	7	black
ENSG00000149179	2	blue
ENSG00000149182	13	salmon
ENSG00000149187	1	turquoise
ENSG00000149196	8	pink
ENSG00000149212	5	green
ENSG00000149218	2	blue
ENSG00000149231	1	turquoise
ENSG00000149243	11	greenyellow
ENSG00000149256	1	turquoise
ENSG00000149257	1	turquoise
ENSG00000149260	4	yellow
ENSG00000149262	8	pink
ENSG00000149269	2	blue
ENSG00000149273	3	brown
ENSG00000149289	27	white
ENSG00000149292	8	pink
ENSG00000149294	9	magenta
ENSG00000149300	13	salmon
ENSG00000149308	23	darkturquoise
ENSG00000149311	1	turquoise
ENSG00000149313	8	pink
ENSG00000149328	7	black
ENSG00000149346	1	turquoise
ENSG00000149357	3	brown
ENSG00000149418	4	yellow
ENSG00000149428	1	turquoise
ENSG00000149451	1	turquoise
ENSG00000149474	16	lightcyan
ENSG00000149476	1	turquoise
ENSG00000149480	1	turquoise
ENSG00000149483	3	brown
ENSG00000149485	1	turquoise
ENSG00000149489	3	brown
ENSG00000149499	1	turquoise
ENSG00000149503	1	turquoise
ENSG00000149527	12	tan
ENSG00000149531	19	lightyellow
ENSG00000149532	1	turquoise
ENSG00000149534	4	yellow
ENSG00000149541	3	brown
ENSG00000149547	3	brown
ENSG00000149548	23	darkturquoise
ENSG00000149554	1	turquoise
ENSG00000149557	11	greenyellow
ENSG00000149564	1	turquoise
ENSG00000149571	2	blue
ENSG00000149573	13	salmon
ENSG00000149577	4	yellow
ENSG00000149582	10	purple
ENSG00000149591	1	turquoise
ENSG00000149596	16	lightcyan
ENSG00000149600	11	greenyellow
ENSG00000149633	1	turquoise
ENSG00000149636	1	turquoise
ENSG00000149639	1	turquoise
ENSG00000149646	3	brown
ENSG00000149657	1	turquoise
ENSG00000149658	1	turquoise
ENSG00000149679	1	turquoise
ENSG00000149716	24	darkgrey
ENSG00000149743	3	brown
ENSG00000149761	2	blue
ENSG00000149781	12	tan
ENSG00000149782	14	cyan
ENSG00000149792	2	blue
ENSG00000149798	1	turquoise
ENSG00000149806	3	brown
ENSG00000149809	3	brown
ENSG00000149823	3	brown
ENSG00000149922	1	turquoise
ENSG00000149923	3	brown
ENSG00000149925	2	blue
ENSG00000149927	9	magenta
ENSG00000149929	13	salmon
ENSG00000149930	7	black
ENSG00000149932	2	blue
ENSG00000149948	11	greenyellow
ENSG00000149968	1	turquoise
ENSG00000150045	5	green
ENSG00000150048	26	darkorange
ENSG00000150054	14	cyan
ENSG00000150093	17	grey60
ENSG00000150281	1	turquoise
ENSG00000150316	3	brown
ENSG00000150337	1	turquoise
ENSG00000150347	1	turquoise
ENSG00000150401	1	turquoise
ENSG00000150403	13	salmon
ENSG00000150433	13	salmon
ENSG00000150455	13	salmon
ENSG00000150456	11	greenyellow
ENSG00000150457	16	lightcyan
ENSG00000150459	2	blue
ENSG00000150471	4	yellow
ENSG00000150477	23	darkturquoise
ENSG00000150510	1	turquoise
ENSG00000150527	4	yellow
ENSG00000150540	2	blue
ENSG00000150556	5	green
ENSG00000150593	2	blue
ENSG00000150594	14	cyan
ENSG00000150625	4	yellow
ENSG00000150630	1	turquoise
ENSG00000150636	13	salmon
ENSG00000150637	4	yellow
ENSG00000150667	2	blue
ENSG00000150672	1	turquoise
ENSG00000150681	2	blue
ENSG00000150687	2	blue
ENSG00000150712	1	turquoise
ENSG00000150722	3	brown
ENSG00000150750	5	green
ENSG00000150753	1	turquoise
ENSG00000150756	8	pink
ENSG00000150760	19	lightyellow
ENSG00000150764	1	turquoise
ENSG00000150768	2	blue
ENSG00000150773	10	purple
ENSG00000150776	8	pink
ENSG00000150779	3	brown
ENSG00000150782	4	yellow
ENSG00000150787	3	brown
ENSG00000150867	9	magenta
ENSG00000150893	1	turquoise
ENSG00000150907	19	lightyellow
ENSG00000150938	1	turquoise
ENSG00000150961	12	tan
ENSG00000150967	21	darkred
ENSG00000150977	10	purple
ENSG00000150990	1	turquoise
ENSG00000150991	3	brown
ENSG00000150995	9	magenta
ENSG00000151012	1	turquoise
ENSG00000151014	6	red
ENSG00000151023	4	yellow
ENSG00000151062	2	blue
ENSG00000151065	3	brown
ENSG00000151067	1	turquoise
ENSG00000151090	4	yellow
ENSG00000151092	2	blue
ENSG00000151093	3	brown
ENSG00000151116	2	blue
ENSG00000151117	4	yellow
ENSG00000151131	8	pink
ENSG00000151135	12	tan
ENSG00000151136	16	lightcyan
ENSG00000151148	4	yellow
ENSG00000151150	25	orange
ENSG00000151151	4	yellow
ENSG00000151176	1	turquoise
ENSG00000151208	1	turquoise
ENSG00000151229	6	red
ENSG00000151233	1	turquoise
ENSG00000151239	2	blue
ENSG00000151240	1	turquoise
ENSG00000151247	3	brown
ENSG00000151276	6	red
ENSG00000151287	8	pink
ENSG00000151292	2	blue
ENSG00000151304	1	turquoise
ENSG00000151320	14	cyan
ENSG00000151327	2	blue
ENSG00000151332	2	blue
ENSG00000151338	14	cyan
ENSG00000151348	20	royalblue
ENSG00000151353	3	brown
ENSG00000151364	5	green
ENSG00000151366	3	brown
ENSG00000151376	2	blue
ENSG00000151388	1	turquoise
ENSG00000151413	32	violet
ENSG00000151414	4	yellow
ENSG00000151422	7	black
ENSG00000151445	2	blue
ENSG00000151458	17	grey60
ENSG00000151461	7	black
ENSG00000151465	3	brown
ENSG00000151466	7	black
ENSG00000151468	1	turquoise
ENSG00000151470	2	blue
ENSG00000151474	1	turquoise
ENSG00000151490	11	greenyellow
ENSG00000151491	4	yellow
ENSG00000151498	2	blue
ENSG00000151500	3	brown
ENSG00000151502	2	blue
ENSG00000151503	1	turquoise
ENSG00000151532	13	salmon
ENSG00000151552	3	brown
ENSG00000151553	1	turquoise
ENSG00000151575	2	blue
ENSG00000151576	1	turquoise
ENSG00000151611	4	yellow
ENSG00000151612	1	turquoise
ENSG00000151617	1	turquoise
ENSG00000151623	4	yellow
ENSG00000151632	2	blue
ENSG00000151651	1	turquoise
ENSG00000151657	3	brown
ENSG00000151665	2	blue
ENSG00000151687	5	green
ENSG00000151689	14	cyan
ENSG00000151690	4	yellow
ENSG00000151692	2	blue
ENSG00000151693	7	black
ENSG00000151694	24	darkgrey
ENSG00000151702	4	yellow
ENSG00000151715	2	blue
ENSG00000151718	1	turquoise
ENSG00000151725	1	turquoise
ENSG00000151726	1	turquoise
ENSG00000151729	2	blue
ENSG00000151743	3	brown
ENSG00000151746	28	skyblue
ENSG00000151748	1	turquoise
ENSG00000151773	1	turquoise
ENSG00000151778	16	lightcyan
ENSG00000151779	1	turquoise
ENSG00000151789	24	darkgrey
ENSG00000151790	1	turquoise
ENSG00000151806	1	turquoise
ENSG00000151834	2	blue
ENSG00000151835	1	turquoise
ENSG00000151838	33	darkolivegreen
ENSG00000151849	1	turquoise
ENSG00000151876	18	lightgreen
ENSG00000151881	8	pink
ENSG00000151882	4	yellow
ENSG00000151883	15	midnightblue
ENSG00000151892	4	yellow
ENSG00000151893	7	black
ENSG00000151914	7	black
ENSG00000151917	16	lightcyan
ENSG00000151923	1	turquoise
ENSG00000151929	1	turquoise
ENSG00000151967	23	darkturquoise
ENSG00000152049	1	turquoise
ENSG00000152056	1	turquoise
ENSG00000152061	4	yellow
ENSG00000152076	31	paleturquoise
ENSG00000152078	6	red
ENSG00000152082	2	blue
ENSG00000152102	1	turquoise
ENSG00000152104	1	turquoise
ENSG00000152127	1	turquoise
ENSG00000152128	6	red
ENSG00000152133	17	grey60
ENSG00000152137	14	cyan
ENSG00000152147	8	pink
ENSG00000152154	28	skyblue
ENSG00000152193	1	turquoise
ENSG00000152207	4	yellow
ENSG00000152213	1	turquoise
ENSG00000152217	6	red
ENSG00000152219	3	brown
ENSG00000152223	6	red
ENSG00000152229	1	turquoise
ENSG00000152234	2	blue
ENSG00000152240	8	pink
ENSG00000152242	25	orange
ENSG00000152253	1	turquoise
ENSG00000152256	12	tan
ENSG00000152270	24	darkgrey
ENSG00000152284	1	turquoise
ENSG00000152291	7	black
ENSG00000152292	12	tan
ENSG00000152315	4	yellow
ENSG00000152332	7	black
ENSG00000152348	2	blue
ENSG00000152359	8	pink
ENSG00000152377	1	turquoise
ENSG00000152380	15	midnightblue
ENSG00000152382	3	brown
ENSG00000152402	1	turquoise
ENSG00000152404	3	brown
ENSG00000152409	1	turquoise
ENSG00000152413	1	turquoise
ENSG00000152422	2	blue
ENSG00000152433	23	darkturquoise
ENSG00000152439	23	darkturquoise
ENSG00000152443	9	magenta
ENSG00000152454	29	saddlebrown
ENSG00000152455	1	turquoise
ENSG00000152457	24	darkgrey
ENSG00000152464	3	brown
ENSG00000152465	2	blue
ENSG00000152475	7	black
ENSG00000152484	11	greenyellow
ENSG00000152492	19	lightyellow
ENSG00000152495	12	tan
ENSG00000152503	4	yellow
ENSG00000152518	1	turquoise
ENSG00000152520	1	turquoise
ENSG00000152527	1	turquoise
ENSG00000152556	1	turquoise
ENSG00000152558	1	turquoise
ENSG00000152578	25	orange
ENSG00000152580	6	red
ENSG00000152582	18	lightgreen
ENSG00000152583	14	cyan
ENSG00000152601	4	yellow
ENSG00000152620	1	turquoise
ENSG00000152642	2	blue
ENSG00000152661	1	turquoise
ENSG00000152669	16	lightcyan
ENSG00000152672	4	yellow
ENSG00000152683	1	turquoise
ENSG00000152684	10	purple
ENSG00000152689	4	yellow
ENSG00000152700	4	yellow
ENSG00000152705	33	darkolivegreen
ENSG00000152749	1	turquoise
ENSG00000152763	2	blue
ENSG00000152766	14	cyan
ENSG00000152767	1	turquoise
ENSG00000152778	19	lightyellow
ENSG00000152782	13	salmon
ENSG00000152784	1	turquoise
ENSG00000152785	2	blue
ENSG00000152795	1	turquoise
ENSG00000152804	4	yellow
ENSG00000152818	9	magenta
ENSG00000152894	17	grey60
ENSG00000152904	3	brown
ENSG00000152926	1	turquoise
ENSG00000152931	22	darkgreen
ENSG00000152932	5	green
ENSG00000152939	6	red
ENSG00000152942	3	brown
ENSG00000152944	3	brown
ENSG00000152952	25	orange
ENSG00000152953	6	red
ENSG00000152990	2	blue
ENSG00000153006	2	blue
ENSG00000153012	1	turquoise
ENSG00000153015	2	blue
ENSG00000153029	9	magenta
ENSG00000153037	3	brown
ENSG00000153044	1	turquoise
ENSG00000153046	1	turquoise
ENSG00000153048	8	pink
ENSG00000153064	6	red
ENSG00000153066	5	green
ENSG00000153071	1	turquoise
ENSG00000153094	4	yellow
ENSG00000153107	1	turquoise
ENSG00000153113	2	blue
ENSG00000153130	3	brown
ENSG00000153132	2	blue
ENSG00000153140	3	brown
ENSG00000153147	1	turquoise
ENSG00000153162	21	darkred
ENSG00000153165	9	magenta
ENSG00000153179	4	yellow
ENSG00000153187	1	turquoise
ENSG00000153201	1	turquoise
ENSG00000153207	1	turquoise
ENSG00000153208	4	yellow
ENSG00000153214	6	red
ENSG00000153233	2	blue
ENSG00000153234	1	turquoise
ENSG00000153246	1	turquoise
ENSG00000153250	1	turquoise
ENSG00000153253	12	tan
ENSG00000153283	4	yellow
ENSG00000153291	1	turquoise
ENSG00000153292	4	yellow
ENSG00000153294	11	greenyellow
ENSG00000153303	4	yellow
ENSG00000153310	13	salmon
ENSG00000153317	1	turquoise
ENSG00000153339	2	blue
ENSG00000153363	5	green
ENSG00000153391	2	blue
ENSG00000153395	1	turquoise
ENSG00000153406	3	brown
ENSG00000153443	1	turquoise
ENSG00000153446	4	yellow
ENSG00000153485	2	blue
ENSG00000153487	1	turquoise
ENSG00000153531	8	pink
ENSG00000153551	1	turquoise
ENSG00000153558	1	turquoise
ENSG00000153560	7	black
ENSG00000153561	22	darkgreen
ENSG00000153563	2	blue
ENSG00000153574	1	turquoise
ENSG00000153707	25	orange
ENSG00000153714	3	brown
ENSG00000153721	13	salmon
ENSG00000153767	1	turquoise
ENSG00000153774	3	brown
ENSG00000153786	4	yellow
ENSG00000153790	19	lightyellow
ENSG00000153814	16	lightcyan
ENSG00000153815	1	turquoise
ENSG00000153823	2	blue
ENSG00000153827	19	lightyellow
ENSG00000153832	32	violet
ENSG00000153879	2	blue
ENSG00000153885	9	magenta
ENSG00000153896	23	darkturquoise
ENSG00000153898	2	blue
ENSG00000153902	2	blue
ENSG00000153904	9	magenta
ENSG00000153914	1	turquoise
ENSG00000153922	7	black
ENSG00000153930	30	steelblue
ENSG00000153933	1	turquoise
ENSG00000153936	1	turquoise
ENSG00000153944	1	turquoise
ENSG00000153956	1	turquoise
ENSG00000153975	8	pink
ENSG00000153976	1	turquoise
ENSG00000153982	21	darkred
ENSG00000153989	1	turquoise
ENSG00000153993	13	salmon
ENSG00000154001	4	yellow
ENSG00000154016	1	turquoise
ENSG00000154027	25	orange
ENSG00000154059	13	salmon
ENSG00000154065	6	red
ENSG00000154079	3	brown
ENSG00000154096	1	turquoise
ENSG00000154102	2	blue
ENSG00000154114	1	turquoise
ENSG00000154122	1	turquoise
ENSG00000154124	1	turquoise
ENSG00000154127	12	tan
ENSG00000154133	1	turquoise
ENSG00000154134	1	turquoise
ENSG00000154144	6	red
ENSG00000154146	9	magenta
ENSG00000154153	2	blue
ENSG00000154165	5	green
ENSG00000154174	1	turquoise
ENSG00000154175	4	yellow
ENSG00000154188	17	grey60
ENSG00000154217	9	magenta
ENSG00000154222	6	red
ENSG00000154229	9	magenta
ENSG00000154237	7	black
ENSG00000154240	20	royalblue
ENSG00000154252	6	red
ENSG00000154258	4	yellow
ENSG00000154262	4	yellow
ENSG00000154263	5	green
ENSG00000154265	5	green
ENSG00000154269	2	blue
ENSG00000154274	4	yellow
ENSG00000154277	19	lightyellow
ENSG00000154305	6	red
ENSG00000154309	22	darkgreen
ENSG00000154310	6	red
ENSG00000154319	30	steelblue
ENSG00000154328	10	purple
ENSG00000154330	27	white
ENSG00000154358	1	turquoise
ENSG00000154359	16	lightcyan
ENSG00000154370	1	turquoise
ENSG00000154380	1	turquoise
ENSG00000154429	1	turquoise
ENSG00000154447	4	yellow
ENSG00000154451	9	magenta
ENSG00000154473	8	pink
ENSG00000154511	3	brown
ENSG00000154518	2	blue
ENSG00000154529	9	magenta
ENSG00000154553	1	turquoise
ENSG00000154556	10	purple
ENSG00000154582	3	brown
ENSG00000154589	2	blue
ENSG00000154620	3	brown
ENSG00000154639	4	yellow
ENSG00000154640	3	brown
ENSG00000154642	4	yellow
ENSG00000154645	4	yellow
ENSG00000154654	1	turquoise
ENSG00000154655	16	lightcyan
ENSG00000154678	4	yellow
ENSG00000154710	2	blue
ENSG00000154719	2	blue
ENSG00000154721	4	yellow
ENSG00000154723	2	blue
ENSG00000154727	4	yellow
ENSG00000154734	9	magenta
ENSG00000154736	1	turquoise
ENSG00000154743	1	turquoise
ENSG00000154760	12	tan
ENSG00000154767	1	turquoise
ENSG00000154781	2	blue
ENSG00000154783	1	turquoise
ENSG00000154803	4	yellow
ENSG00000154813	3	brown
ENSG00000154814	2	blue
ENSG00000154822	4	yellow
ENSG00000154832	4	yellow
ENSG00000154839	1	turquoise
ENSG00000154845	2	blue
ENSG00000154856	1	turquoise
ENSG00000154864	1	turquoise
ENSG00000154889	2	blue
ENSG00000154914	6	red
ENSG00000154917	20	royalblue
ENSG00000154920	1	turquoise
ENSG00000154930	30	steelblue
ENSG00000154945	1	turquoise
ENSG00000154957	2	blue
ENSG00000154978	5	green
ENSG00000155008	1	turquoise
ENSG00000155016	20	royalblue
ENSG00000155034	1	turquoise
ENSG00000155066	6	red
ENSG00000155085	23	darkturquoise
ENSG00000155090	14	cyan
ENSG00000155093	12	tan
ENSG00000155096	1	turquoise
ENSG00000155097	8	pink
ENSG00000155099	11	greenyellow
ENSG00000155100	1	turquoise
ENSG00000155111	1	turquoise
ENSG00000155115	2	blue
ENSG00000155158	4	yellow
ENSG00000155189	2	blue
ENSG00000155229	3	brown
ENSG00000155252	2	blue
ENSG00000155254	24	darkgrey
ENSG00000155256	2	blue
ENSG00000155265	1	turquoise
ENSG00000155275	1	turquoise
ENSG00000155287	6	red
ENSG00000155304	21	darkred
ENSG00000155307	13	salmon
ENSG00000155313	4	yellow
ENSG00000155324	2	blue
ENSG00000155329	2	blue
ENSG00000155330	17	grey60
ENSG00000155363	6	red
ENSG00000155366	2	blue
ENSG00000155367	10	purple
ENSG00000155368	2	blue
ENSG00000155380	2	blue
ENSG00000155393	1	turquoise
ENSG00000155438	8	pink
ENSG00000155463	2	blue
ENSG00000155465	2	blue
ENSG00000155506	1	turquoise
ENSG00000155508	2	blue
ENSG00000155542	2	blue
ENSG00000155545	4	yellow
ENSG00000155561	1	turquoise
ENSG00000155592	1	turquoise
ENSG00000155621	18	lightgreen
ENSG00000155629	25	orange
ENSG00000155636	2	blue
ENSG00000155659	2	blue
ENSG00000155660	1	turquoise
ENSG00000155666	15	midnightblue
ENSG00000155729	13	salmon
ENSG00000155744	6	red
ENSG00000155755	1	turquoise
ENSG00000155760	1	turquoise
ENSG00000155792	18	lightgreen
ENSG00000155827	23	darkturquoise
ENSG00000155846	6	red
ENSG00000155849	12	tan
ENSG00000155850	2	blue
ENSG00000155858	8	pink
ENSG00000155868	2	blue
ENSG00000155876	2	blue
ENSG00000155893	8	pink
ENSG00000155903	9	magenta
ENSG00000155906	3	brown
ENSG00000155926	6	red
ENSG00000155957	2	blue
ENSG00000155959	11	greenyellow
ENSG00000155961	5	green
ENSG00000155962	2	blue
ENSG00000155970	17	grey60
ENSG00000155974	2	blue
ENSG00000155975	2	blue
ENSG00000155980	16	lightcyan
ENSG00000156006	2	blue
ENSG00000156011	4	yellow
ENSG00000156017	1	turquoise
ENSG00000156026	4	yellow
ENSG00000156030	7	black
ENSG00000156042	1	turquoise
ENSG00000156049	4	yellow
ENSG00000156050	4	yellow
ENSG00000156052	4	yellow
ENSG00000156103	1	turquoise
ENSG00000156110	11	greenyellow
ENSG00000156113	4	yellow
ENSG00000156127	12	tan
ENSG00000156136	19	lightyellow
ENSG00000156140	1	turquoise
ENSG00000156162	1	turquoise
ENSG00000156170	3	brown
ENSG00000156171	2	blue
ENSG00000156172	1	turquoise
ENSG00000156218	9	magenta
ENSG00000156219	1	turquoise
ENSG00000156232	9	magenta
ENSG00000156234	7	black
ENSG00000156239	3	brown
ENSG00000156253	3	brown
ENSG00000156256	2	blue
ENSG00000156261	3	brown
ENSG00000156265	7	black
ENSG00000156273	24	darkgrey
ENSG00000156284	2	blue
ENSG00000156298	2	blue
ENSG00000156299	4	yellow
ENSG00000156304	1	turquoise
ENSG00000156313	1	turquoise
ENSG00000156345	2	blue
ENSG00000156374	8	pink
ENSG00000156381	2	blue
ENSG00000156384	8	pink
ENSG00000156398	1	turquoise
ENSG00000156411	3	brown
ENSG00000156413	4	yellow
ENSG00000156453	6	red
ENSG00000156463	4	yellow
ENSG00000156467	3	brown
ENSG00000156469	1	turquoise
ENSG00000156471	3	brown
ENSG00000156475	3	brown
ENSG00000156482	3	brown
ENSG00000156500	1	turquoise
ENSG00000156502	3	brown
ENSG00000156504	1	turquoise
ENSG00000156508	3	brown
ENSG00000156510	7	black
ENSG00000156515	7	black
ENSG00000156521	8	pink
ENSG00000156531	1	turquoise
ENSG00000156535	1	turquoise
ENSG00000156587	4	yellow
ENSG00000156599	6	red
ENSG00000156603	3	brown
ENSG00000156639	7	black
ENSG00000156642	2	blue
ENSG00000156650	7	black
ENSG00000156671	7	black
ENSG00000156675	19	lightyellow
ENSG00000156697	1	turquoise
ENSG00000156709	2	blue
ENSG00000156711	20	royalblue
ENSG00000156735	1	turquoise
ENSG00000156738	6	red
ENSG00000156787	1	turquoise
ENSG00000156795	8	pink
ENSG00000156802	1	turquoise
ENSG00000156804	2	blue
ENSG00000156831	3	brown
ENSG00000156853	3	brown
ENSG00000156858	1	turquoise
ENSG00000156860	1	turquoise
ENSG00000156869	14	cyan
ENSG00000156873	3	brown
ENSG00000156875	3	brown
ENSG00000156876	1	turquoise
ENSG00000156928	8	pink
ENSG00000156931	2	blue
ENSG00000156958	3	brown
ENSG00000156966	4	yellow
ENSG00000156968	1	turquoise
ENSG00000156970	1	turquoise
ENSG00000156973	3	brown
ENSG00000156976	3	brown
ENSG00000156983	1	turquoise
ENSG00000156990	3	brown
ENSG00000157005	2	blue
